,Timestamp,Username,Address
60,2021/10/26 10:16:03 PM EST,Zeus07#5805,0x2091E0f002de288287653EC5EC5CC08b67B2783c
61,2021/10/27 12:01:33 AM EST,elcucuy#7488,0x3583cDBFFe7971AF2B79B260236dDBE20813bAaF
62,2021/10/27 2:46:42 AM EST,BCDre#6014,0x54f694f45221742cE36B133c5b33Fb2d8658FB81
63,2021/10/27 3:04:26 PM EST,Cf17#2799,0xDa065bBdCA63Af402A0e981Fef998a25B94701c8
64,2021/10/27 4:57:37 PM EST,Jahasv#6360,0xB74832dA6a982D99B03299391B6c35ca9310d30b
65,2021/10/27 9:51:54 PM EST,D Sneakerz#1871,0xd835dE691015c836eBa7B42544849F0dDf723BFB
66,2021/10/28 1:00:06 PM EST,[NFT] BearX I 0xRajput#8290,0x0DFaC91c90eBB2339a3dadd37A8A80E6112f0F49
67,2021/10/28 1:02:10 PM EST,Blackberry#6321,0x104bA364EE3e96ffE4807EFb6Eb22E9f997B00E6
68,2021/10/28 1:27:17 PM EST,mr_awarlock#1645,0xA752EC67258845E9B0800f16de513550db9C4233
69,2021/10/28 1:27:58 PM EST,LightningBolt24#3010,0xf86FEbA5cBFF3d221fB5D20d6f75C8fa0285d632
70,2021/10/28 2:08:15 PM EST,ED127#6649,0x4b7e2e571482320233412fbf735e2d66854d819c
71,2021/10/28 2:28:02 PM EST,GerLad#4499,0x0195609d01EdB7c8c0d640a9538D34a950eDAa9F
72,2021/10/28 2:29:56 PM EST,dru#7777,0x365b94AB73AB228544A66E46B90Be4dEB946A6dE
73,2021/10/28 2:30:51 PM EST,jeshka#5916,0xbD702D5eC77056C47D56ED858847086608Ba4552
74,2021/10/28 2:31:07 PM EST,cryptovalley#8963,0x336F6BECa25Aed6bc4B4F9E6eF5B3Eb415aEcA67
75,2021/10/28 2:32:02 PM EST,@Anthony.#7513,0x064635e9aD8c770dF4430180f0983AC0C59fC3FC
76,2021/10/28 2:35:41 PM EST,TitiusMaximus#4137,0x37F106588b973BcDCde85c960957F399Ae43eFD2
77,2021/10/28 2:37:39 PM EST,Beadsman#0138,0x3Dab0Bb675B5f0B041CDdeAbb6E17AB12532470b
78,2021/10/28 2:38:03 PM EST,#4459,0x1AE0C7a6E2DBA4757165C354153C8e43097f6579
79,2021/10/28 2:43:14 PM EST,Wrath#9645,0x2BD95558E74560c9813d12839A44E2176bfd07d0
80,2021/10/28 2:54:26 PM EST,Rwin020#4716,0xea26b0451722e278a8ec4f37e915cade028af92c
81,2021/10/28 2:55:49 PM EST,RazorXP#1087,0xB9D22624338242947F234ad0692bCdce5ea377FA
82,2021/10/28 2:56:28 PM EST,Takumi#9201,0xa5D8aeb899FE01aD04C52cbE523D786666f0E74a
83,2021/10/28 3:35:18 PM EST,babygap91#8913,0xE045Be0C45fd4b6E0FaEFe140C645dA7172389f0
84,2021/10/28 3:40:35 PM EST,sebasstian#0834,0x7B8E5007C45Eaf61c9963133a6A05Fbe01196B3B
85,2021/10/28 5:01:09 PM EST,koksuan#5958,0x1dAB423EbE433B9ebC5A4c2cD36BBe688653eba0
86,2021/10/28 5:01:45 PM EST,bket#7769,0x5262D30655918586DAce80F944787230D3E01E6D
87,2021/10/28 5:21:26 PM EST,Darrow555 #9846,0x2a2063B36E950EAac3D8cD87217164BcA63f0d01
88,2021/10/28 6:11:48 PM EST,IMAD95 #5483,0x87f3a75eB7EAa4484AFfC294c9C120A1b4E1d839
89,2021/10/28 8:21:55 PM EST,luiscrypto#1794,0x57bB616eF30FDcbE64F0769e23450EEe9e4fdc34
90,2021/10/28 10:07:34 PM EST,APE | 0xtobes#6563,0xed2582Ae9d01c11b50d20446b9a6d63F54392e9C
91,2021/10/28 11:21:33 PM EST,LubbeZA #1429,0x23F215c8Ac8696637448AC4cC85d2328B614dE22
92,2021/10/29 12:31:46 AM EST,zemolina#8493,0x8073D2Bb876d1A9f4f93D23c9b863b8bdB7F1F80
93,2021/10/29 3:59:05 AM EST,4Dplatypus#2228,0xDfc9f519fd5A823927c431f965f4E8e3505d5072
94,2021/10/29 5:24:32 AM EST,#4717,0x9c65B126Be429D5E40E3894043233dAF3Ea4a77F
95,2021/10/29 7:41:56 AM EST,DH90#2269,0xA328B20C9B77dB191f2b2214bAB51A73242F0C7B
96,2021/10/29 9:50:30 AM EST,matzefummel#4166,0x43C4552B8e372dA4f3043783716d71D7A94c9217
97,2021/10/29 10:01:30 AM EST,MyJam#5758,0x99D8F73E69445C26E191846Da6743A57933033e2
98,2021/10/29 10:09:12 AM EST,gian#2613,0x0a0995f66CA7A69659035114a482dD920e1140Fe
99,2021/10/29 2:51:33 PM EST,TheRemaxMau #3598,0xA1C68bcC174acC1aAf2f47Cd029220D7A03246E5
100,2021/10/29 3:04:35 PM EST,Fraggy#8503,0x42175856652185ddDBD5477fBb1f7f4FC446847D
101,2021/10/29 3:05:52 PM EST,SquEEzy#1468,0xdEE21C23a9AC888A09329bD8e065420339da2237
102,2021/10/29 3:07:02 PM EST,infectedsanin#7009,0x58759F32F56D6cA5B96E1Dd88f15D0A1d6f0643d
103,2021/10/29 3:08:21 PM EST,rhinocenter#2496,0x300B3Fd384b27B5349Cb41701C8a7cd046D35d9B
104,2021/10/29 3:08:34 PM EST,@Jorgep503#3447,0x877765C0Ca99696B1e04A92B07d1f7d6453322A5
105,2021/10/29 3:52:52 PM EST,tim tim#3735,0xA5dF3932274F69102fA3109Edfd6786B4C061e73
106,2021/10/29 4:16:23 PM EST,jaec97#4140,0x26A5aFF5caDa50d73dC7D6d3E01B19f701981e87
107,2021/10/29 5:14:35 PM EST,DVision#9787,0x3e1666c3E39490f85532DE4223d87839367f29C3
108,2021/10/29 5:36:59 PM EST,JWKICKS#6532,0x0DCAe60eba6d332250d99B62e03dAeDc29B1D2b8
109,2021/10/29 5:54:16 PM EST,Faroog #8444,0x0CEbC35901968891FedC4EfC680e9Cb4c4017b51
110,2021/10/29 7:48:39 PM EST,Disidente#2827,0x9ecA7b82E857e92b05b6C7D904E5A26B4B020687
111,2021/10/29 7:49:49 PM EST,batwayne#7071,0x4365F979fc3443b5802E4Ca7814C31Db9D469386
112,2021/10/29 8:07:06 PM EST,#7770 leosinio ,0x274AAbe308639b39D1D70539B41428B1B854C48b
113,2021/10/29 9:07:08 PM EST,adrian05#8618,0xe56D9f0aeB49119784C2E5a22ba98fE4AAeA2dce
114,2021/10/29 9:27:14 PM EST,zero to zero#8221,0x655FE416aAA7aBd38714eB133f8A1928deBC1383
115,2021/10/29 11:26:04 PM EST,Deix,0x820F8daB4ad5b5e6Ee32401a202C50c71b0c1066
116,2021/10/30 12:31:02 AM EST,debizzle #8040,0x0b2F7a495b715502c2695049931fe22674bf1519
117,2021/10/30 12:34:55 AM EST,jeduardo#0591,0xCF95cEc457A16c3F2e7c3205dae53526eeCAB0bE
118,2021/10/30 1:14:51 AM EST,YZDB#0489,0x2bffdb0d46a5f5032eeb0db1c4b9e3cb9f5bf274
119,2021/10/30 1:23:02 AM EST,Kevin8888  | Lucky Ø#1744,0xD52AD9347024276f8b1fb18B6f3016B1A293798E
120,2021/10/30 1:36:09 AM EST,pkgrant#8564,0x4460997f6a8D9515384466D12e57896a3821e174
121,2021/10/30 1:36:50 AM EST,ALY| ᴮʳᶦᶜᵏᵗᵒᴾᵘⁿᵏˢ#9351,0x01eC241D861E188f211124f2886738389A44E160
122,2021/10/30 2:41:01 AM EST,taeyeong#5272,0xf9f5A4d7A37f6480d2Db5F0E4Aa10365Ce5f3A14
123,2021/10/30 5:05:09 AM EST,JWOS#6963,0x6905c394A429886136bf64957D2484510b9850A8
124,2021/10/30 6:47:01 AM EST,emmashman1 #0882,0x5C8b3dFc0202Ca5d8C5B974BE2872214fD11C842
125,2021/10/30 7:01:19 AM EST,Toby_Logan#4348,0xF485A2E1012798F9Da4c8237BA4C61eE9bD8fB7B
126,2021/10/30 8:03:41 AM EST,CHELATOS#0589,0x0CBa41Dc647eb756A2F376D0855F29c462a0c802
127,2021/10/30 9:16:02 AM EST,Frost_AA#5702,0x123c1A3FBaF80fc75ab9f4327a555De533001515
128,2021/10/30 9:34:00 AM EST,Hiram Vega#1915,0x0fab0C5E530132c30f7c6fdfe4CB80BFE454605f
129,2021/10/30 9:45:48 AM EST,huffelbeard#5755,0x080c15f9D164961B727fD0FBa90E5633Db011381
130,2021/10/30 10:29:07 AM EST,LORS#1491,0xAf0F84F09060ECF8E70ee9B31a5bee0061901412
131,2021/10/30 12:37:30 PM EST,notoriousparkour,0x5Fb3Cc0d159dD26f0533285bd6bB0b75905C310c
132,2021/10/30 12:57:32 PM EST,Jorge Dabaliña#9133,0x51DF10544a8688127469A06bbffb33EB4B72c501
133,2021/10/30 2:09:57 PM EST,FrenchBastard#3732,0x34307CC8E1E3d89bf95A2923132f92a0e40d843A
134,2021/10/30 2:27:30 PM EST,0xKeaman#7860,0xB5263dbA4711CaD665530424C09f2077C32ceBbf
135,2021/10/30 2:54:05 PM EST,Defiablo#5382,0xcc6548F1b572968F9539D604EC9ff4B933C1bE74
136,2021/10/30 4:26:38 PM EST,denisbzk#6095,0xFec4f1ED242Ce8FE87E35775E9c0C2c6FF187A51
137,2021/10/30 4:34:45 PM EST,frankinho#2651,0x20Ee648AEf148469cF8aB9C75E7d5f806Db3Ce93
138,2021/10/30 4:43:39 PM EST,CRASH#5422,0xF353B7b8F913B26160DbB593F335845FAB3D65B9
139,2021/10/30 4:57:00 PM EST,vega_sd#8615,0x69A5aa07859711BD75017199b097bE647664242D
140,2021/10/30 5:03:44 PM EST,Tobiasolsen08#0270,0x5C8b3dFc0202Ca5d8C5B974BE2872214fD11C842
141,2021/10/30 5:12:05 PM EST,anish#3859,0x3f1cF59f2D672be632E0Eef5C0caf2D98d320f3F
142,2021/10/30 6:08:08 PM EST,#4841[C5]Matthew,0xc5873dBeBB9bb2ADc3AF4a39fE0614D3Dac77e34
143,2021/10/30 6:13:14 PM EST,Jenkins#0681,0x14D7dCdA5Ef603db690522f87334478fd20327e1
144,2021/10/30 6:14:24 PM EST,2NFTI-N-BEYOND #7942,0x04Dd7899E8db996b3413ED4fAf61f93a313EdF08
145,2021/10/30 8:02:01 PM EST,Marb#8697,0xD4ab2A896097E034C66F9A89e97706F7EBe04300
146,2021/10/30 8:13:43 PM EST,#3727Puppyonekenobi,0x68B967a5f5a7832CaDD6Ac46044c18597b5b3D29
147,2021/10/30 8:48:54 PM EST,Tobiasolsen08#0270,0x5C8b3dFc0202Ca5d8C5B974BE2872214fD11C842
148,2021/10/30 11:23:02 PM EST,gannzo#2282,0x6532E0728FaBe536DfcfDe59CA4FA57b4768b4ED
149,2021/10/31 12:16:28 AM EST,rj#9104,0xd5329311ad1024e7EB2e7eD722bC22DA23cdA8ef
150,2021/10/31 1:02:00 AM EST,#8433,0xd742c2eDbc4B44e1575e361fC7AfcF981Bb375ad
151,2021/10/31 4:38:03 AM EST,CheekyAmin#0913,0x4BC2D0ee93208eFCf5683A2cA680f28270b7DE6E
152,2021/10/31 5:18:49 AM EST,debizzle#8040,0x0b2F7a495b715502c2695049931fe22674bf1519
153,2021/10/31 11:20:23 AM EST,JOSHEP360#7694,0x40Cc4873D09007B10D1a0b2284d2C2bcC4364b97
154,2021/10/31 11:39:15 AM EST,jordanosaurus ,0x00bfa85141794A13c2Fb866FEb12921e460A295C
155,2021/10/31 12:03:47 PM EST,Ellie9099,0xAC43797b31902343c9224561C0C9D8B4Dfa1dcEb
156,2021/10/31 12:29:33 PM EST,Rar#3132,0x8ac9D6b0c9756dD67eAbc8724Beca90ee0b29469
157,2021/10/31 12:33:40 PM EST,dingleberry#8641,0x36579618ED40350BB48458EF14c7ACC9D1AB4D51
158,2021/10/31 12:47:33 PM EST,Dhia #9529,0x1C64303EA023AB4Bf55F1E06dEf31898Bed6b141
159,2021/10/31 12:50:41 PM EST,joshh#4032,0xCeF22ce8dEfd5B3E2e077d4312D2Ec6Ec83881BA
160,2021/10/31 2:50:42 PM EST,BIG DAYTS#4807,0x0748714ff2A0CAE3fFb98911f55dfa79665f3499
161,2021/10/31 3:24:06 PM EST,lowie#8473,0xF9c0799362bA650E34e71d34e7590D4F1369aC9c
162,2021/10/31 3:43:37 PM EST,Moekanoni#3726,0x58c566178Eed459D4064469476c632b641e24E6D
163,2021/10/31 4:36:48 PM EST,Texasholtom #9374,0x523def61c916D1cAb9a6cF87CE165d4974ED0294
164,2021/10/31 4:44:58 PM EST,alexM#3631,0xF866d0401CEe34AAadE12479c00139a900C20d94
165,2021/10/31 4:57:11 PM EST,wiz#8360,0x5AD06f535401881D0E919e6f563c1c837Ff34275
166,2021/10/31 5:06:50 PM EST,rogeryuu#6923,0x80f306405fECAdbbE1730E688edC272E649bf9Ab
167,2021/10/31 5:11:03 PM EST,bluetomato#3561,0xEBb6ec840d155042cdDFd0f9C63C55017E952f7D
168,2021/10/31 5:13:33 PM EST,NFTtomoon| BrickTopians#6714,0x4Bb0a44B3CB404470A7806718BF591b587D6bef0
169,2021/10/31 5:24:37 PM EST,Bain#0301,0x71707Eba726E5369726137B204Cb30A8BF799220
170,2021/10/31 5:31:54 PM EST,AliciaChen,0x0626883e20571A1bBE54816D11D848565FDed3D7
171,2021/10/31 5:34:16 PM EST,Leetos514#5670,0xA49EEf3F928A6C3b6bED3EF6fe740c097b9F9969
172,2021/10/31 5:50:09 PM EST,Leaf#8296,0x7006c952319Dce48242C7c1dBbF64E612dDfe1b3
173,2021/10/31 5:55:20 PM EST,Nenem#8255,0x3Ae4404ff53d2d69883c5473365176A45e833060
174,2021/10/31 6:20:05 PM EST,jrella4#5717,0x78F1a4cd739C2A7C06c53CCB4BbB549D88402b7b
175,2021/10/31 6:31:10 PM EST,Gellar23#0110,0xFD772839f47BDc1Cf1CDb23ac00087842b0Af692
176,2021/10/31 6:36:01 PM EST,alex098764323#6646,0x84758796c1673159e4fC532f8889FCa9b0423e26
177,2021/10/31 6:51:48 PM EST,giontatas#2021,0x79d3C7FA7C6EB2A369Cf18bb3bC3eAF1A43B0Bd1
178,2021/10/31 7:19:05 PM EST,Nick.402#1048,0x523C702e63C7aa0ea4FBF99560321A8e9c67BebC
179,2021/10/31 7:20:38 PM EST,ggyoungboy”#1438”,0x100c267E1efe38472Db4f48f160Ae90C43e873fd
180,2021/10/31 7:41:11 PM EST,andressurfer,0x9CA17E836E59C1D158636B62661C5D98AfEF077C
181,2021/10/31 9:15:24 PM EST,housekid.eth / ΞTHΞRΞUM TOWΞRS#0421,0x5A0CbB8c5d89f0324930c5Fc7C0b734d0Fb74f92
182,2021/10/31 9:35:29 PM EST,TooDeep#6964,0xA04B2C0bc90498f131EaE058Aa74053d1D93b25E
183,2021/10/31 10:07:51 PM EST,Daz#8668,0xE3Bbe9ca05E182b22ED0C268A14a9ebcfCE3103c
184,2021/10/31 10:15:51 PM EST,Hhm#5833,0xeAd5E87fD9bed372eE38f7770b2C3B34324A0F6E
185,2021/11/01 12:17:57 AM EST,Rizla#2205,0xb68d08fFD9aC2cF405093a46f4A764F415106637
186,2021/11/01 12:35:02 AM EST,calbear#7024,0xA1461F74163C219c572eC6B2bEaB304EB301129E
187,2021/11/01 2:41:15 AM EST,GN90 | Dragon Verse ,0x6f79125B9E154B205E494d32369bAE56F7C3c229
188,2021/11/01 3:01:53 AM EST,Victor.#9663,0xf04990915C006A35092493094B4367F6d93f9ff0
189,2021/11/01 5:11:03 AM EST,2774,0x7C00222825C46190924Bff906a0ccAc5ffA43eeB
190,2021/11/01 5:14:17 AM EST,#4418 jake1234,0xcDFD8dd0B68dD4719229C181C7318772E30647A0
191,2021/11/01 7:32:56 AM EST,RB#6702,0xfc370e7807b40b2c85BDC4926581C7A25A512900
192,2021/11/01 8:34:56 AM EST,gewgly #3873,0x162aA2cEaaeB46dC92F6d0818F8bD7356E274e8A
193,2021/11/01 9:39:43 AM EST,bigbix#3385,0x2769d3c1bE476bcb3072F8d78E86f9045F6B5DFb
194,2021/11/01 10:25:23 AM EST,dcali #0797,0xC10F5F82B7B0392DB11Bbf06CDE93Fc0aeA120Cb
195,2021/11/01 11:28:54 AM EST,Ariss#5595,0xC26970fCAc458E5c5C19ea521e6C0341446b5888
196,2021/11/01 12:17:53 PM EST,KODA#4541,0x73868837DBB6EB0e822d0c8D66643C9EbB022799
197,2021/11/01 12:21:32 PM EST,crytocruzdweller\fashonista,0x2E0125FF21444DAb614007fcdb77c8563C3d0092
198,2021/11/01 12:25:32 PM EST,Larrynewnew #5107,0x4EbEF8CafD3344364226c26405DEDf31A40BF47e
199,2021/11/01 12:59:07 PM EST,Justish#8738,0xb04701D1F33064e7769a1deA5aff858aaA37B6a5
200,2021/11/01 1:03:50 PM EST,inkedoscar💎Vvs1#1981,0x7e5536EB45e58f6F69b4dEb7f634b580a86Fea10
201,2021/11/01 2:19:05 PM EST,georgedomnar#4207,0x042810A4F61A86F956898105e8e08819bfBE7695
202,2021/11/01 3:20:39 PM EST,tansia1lonely#9201,0xB6D13B5f5a6F4fe2702A26f4C7803b471deD66B0
203,2021/11/01 4:55:08 PM EST,MichaelB123#1821,0x365AC7efb1C1BB47CA0cDC4418eF8D0DD709F461
204,2021/11/01 6:08:13 PM EST,AlvaroJS#8179,0xb64de1042A57F64f44ADF1dae3707006FA0897F7
205,2021/11/01 6:11:15 PM EST,Drago#4250,0x26e3B55ad323252c5b6189dA6968cD960E386Abe
206,2021/11/01 6:35:09 PM EST,JDillon#9276,0x8F7e41949F917426616AC94B0D2C271649860822
207,2021/11/01 6:41:03 PM EST,Bibi79-721#8374,0x9e71583dbf072D9c4822f96C1c7C5bb10787c073
